"17","esuda","1","3","3200",NULL,NULL,NULL,"948","945","1921","2",,"0","0",,,"2019-02-03 15:28:12","2021-09-22 21:40:35"
"18","komoro","1","1","1930",NULL,NULL,NULL,"11","18","29","2",,"0","0",,,"2019-02-03 15:28:24","2020-09-21 00:09:04"
"19","serika","1","1","2190",NULL,NULL,NULL,"1","1","2","2",,"0","0",,,"2019-02-03 15:28:32","2019-02-03 15:28:32"
"20","sabrina","1","1","2150",NULL,NULL,NULL,"4","0","4","2",,"0","0",,,"2019-02-03 15:28:38","2019-02-03 15:28:38"
"21","shohe.shohe","1","1","2620",NULL,NULL,NULL,"1157","1149","2328","2",,"0","0",,,"2019-02-03 15:28:45","2022-06-04 22:33:34"
"22","nyamo","1","1","1800",NULL,NULL,NULL,"382","417","816","1",,"5010","0",,,"2019-02-03 15:28:52","2021-01-11 23:18:35"
"23","Mashiro","1","1","1300",NULL,NULL,NULL,"2","3","5","2",,"0","0",,,"2019-02-03 15:28:59","2019-02-03 15:28:59"
"24","isamaru","1","1","1650",NULL,NULL,NULL,"2","7","9","2",,"0","0",,,"2019-02-03 15:29:05","2019-02-03 15:29:05"
"25","Kousanda","1","1","632",NULL,NULL,NULL,"28","45","73","2",,"0","0",,,"2019-02-03 15:29:34","2020-11-01 17:02:13"
"26","tarako","1","1","3070",NULL,NULL,NULL,"271","258","539","2",,"0","0",,,"2019-02-03 15:29:43","2022-06-19 00:04:11"
"27","M7","1","1","2780",NULL,NULL,NULL,"39","42","83","2",,"0","0",,,"2019-02-03 15:29:49","2019-02-03 15:29:49"
"28","AD","1","1","2140",NULL,NULL,NULL,"5","3","8","2",,"0","0",,,"2019-02-03 15:29:55","2019-02-03 15:29:55"
"29","nagoo3","1","3","1800",NULL,NULL,NULL,"22","46","69","2",,"0","0",,,"2019-02-03 15:30:02","2020-03-08 16:02:15"
"30","odysseus","1","1","1680",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-03 15:30:09","2019-02-03 15:30:09"
"31","jahn","1","1","1710",NULL,NULL,NULL,"409","422","845","2",,"0","0",,,"2019-02-03 15:30:16","2021-08-14 04:07:42"
"32","naca","1","1","2040",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-03 15:30:22","2019-02-03 15:30:22"
"33","flutter-2011","0","1","240",NULL,NULL,NULL,"31","28","62","2",,"0","0",,"murasakiの旧プレイヤー","1000-01-01 00:00:00","2019-06-16 15:38:05"
"34","taztaaf","1","1","2550",NULL,NULL,NULL,"263","270","543","1",,"4643","0",,,"2019-02-03 15:30:40","2021-01-11 23:18:35"
"35","Ryo","1","1","2200",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-03 15:30:46","2019-02-03 15:30:46"
"36","Varrius","1","1","3200",NULL,NULL,NULL,"471","439","924","2",,"0","0",,,"2019-02-03 15:30:52","2021-01-04 06:43:11"
"37","xpentanx","1","1","2600",NULL,NULL,NULL,"4","12","16","2",,"0","0",,,"2019-02-03 15:30:59","2019-02-03 15:30:59"
"38","damagumo","1","1","2330",NULL,NULL,NULL,"323","321","655","2",,"0","0",,,"2019-02-03 22:08:13","2021-01-30 01:45:15"
"39","rotta_xeno","1","1","1200",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-02-04 01:54:59","2019-02-04 01:54:59"
"40","HAO0917","1","1","1600",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-02-06 02:31:15","2019-02-06 02:31:15"
"41","No9_Nine","1","1","1500",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-07 00:34:46","2019-02-07 00:34:46"
"42","mikan","1","1","2680",NULL,NULL,NULL,"70","82","159","2",,"0","0",,,"2019-02-07 23:15:47","2021-08-05 02:32:57"
"43","nasu","1","1","1300",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-09 01:29:17","2019-02-09 01:29:17"
"44","makeinu44","1","1","1650",NULL,NULL,NULL,"1","1","2","2",,"0","0",,,"2019-02-09 21:14:36","2019-02-09 21:14:36"
"46","resbot","1","1","2600",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-02-14 01:22:48","2019-02-14 01:22:48"
"47","Merico","1","1","2110",NULL,NULL,NULL,"2","5","7","2",,"0","0",,,"2019-02-14 21:38:16","2019-02-14 21:38:16"
"48","mikan2","0","1","2000",NULL,NULL,NULL,"0","2","2","2",,"0","0",,"mikanの様子見プレイヤー","1000-01-01 00:00:00","2019-02-17 00:43:44"
"49","huumu","1","1","1390",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-02-16 22:58:16","2019-02-16 22:58:16"
"50","t.matsu","1","1","2290",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-02-17 04:01:21","2019-02-17 04:01:21"
"51","razunrando","1","1","2220",NULL,NULL,NULL,"460","492","961","1",,"3235","0",,,"2019-02-17 16:35:11","2021-05-28 02:57:58"
"52","konahiki","1","1","2120",NULL,NULL,NULL,"98","76","185","2",,"0","0",,,"2019-02-17 22:03:29","2019-02-17 22:03:29"
"53","kikuchi7","1","1","1510",NULL,NULL,NULL,"1","0","1","2",,"0","0",,,"2019-02-17 23:16:28","2019-02-17 23:16:28"
"54","RDlynette","1","3","3440",NULL,NULL,NULL,"1110","1019","2153","2",,"0","0",,,"2019-02-18 00:16:17","2022-04-22 23:31:25"
"55","February","1","1","1560",NULL,NULL,NULL,"147","203","351","2",,"0","0",,,"2019-02-19 23:38:57","2022-05-08 00:09:10"
"56","koneko","1","1","1350",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-02-21 23:46:45","2019-02-21 23:46:45"
"57","espec","1","1","2040",NULL,NULL,NULL,"1","2","4","2",,"0","0",,,"2019-02-24 22:55:45","2019-02-24 22:55:45"
"58","YURU3","1","1","2200",NULL,NULL,NULL,"1","1","2","2",,"0","0",,,"2019-02-25 21:58:16","2019-02-25 21:58:16"
"59","i_kazuhisa","1","1","2230",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-02-25 21:58:43","2019-02-25 21:58:43"
"60","asahara","1","1","1690",NULL,NULL,NULL,"103","97","209","2",,"0","0",,,"2019-02-27 22:12:19","2020-08-14 01:50:02"
"61","yamato","1","1","1900",NULL,NULL,NULL,"12","14","26","2",,"0","0",,,"2019-02-28 01:12:24","2019-02-28 01:12:24"
"62","aTankB","1","1","2890",NULL,NULL,NULL,"122","115","239","2",,"0","0",,,"2019-03-02 01:01:33","2020-12-01 01:13:53"
"63","noramal03","1","1","2430",NULL,NULL,NULL,"86","120","217","2",,"0","0",,,"2019-03-04 00:30:57","2019-03-04 00:30:57"
"64","sikoppi","1","1","1080",NULL,NULL,NULL,"13","16","30","2",,"0","0",,,"2019-03-04 22:18:49","2020-06-09 23:29:16"
"65","chikyu3","1","1","3600",NULL,NULL,NULL,"718","734","1456","2",,"0","0",,,"2019-03-06 00:00:51","2022-08-01 00:48:24"
"66","SeiRen","1","1","3940",NULL,NULL,NULL,"117","106","225","2",,"0","0",,,"2019-03-07 23:13:11","2021-05-09 05:04:45"
"67","shosinsya","1","1","300",NULL,NULL,NULL,"155","228","391","1",,"6466","0",,,"2019-03-10 00:06:14","2020-12-31 01:02:37"
"68","ぷりんこ=purinko","1","1","2500",NULL,NULL,NULL,"6","4","14","2",,"0","0",,,"2019-03-10 22:17:18","2019-11-06 12:16:15"
"69","GBA","1","1","2180",NULL,NULL,NULL,"971","997","1984","2",,"0","0",,,"2019-03-11 03:42:47","2022-04-30 00:22:00"
"70","ds199","1","1","2440",NULL,NULL,NULL,"77","93","171","1",,"0","0",,,"2019-03-15 00:54:59","2020-08-29 04:18:12"
"71","hanitan","1","1","1730",NULL,NULL,NULL,"52","66","123","2",,"0","0",,,"2019-03-21 22:27:55","2020-04-11 15:06:19"
"72","pirukuru","1","1","1520",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-03-22 22:36:16","2019-03-22 22:36:16"
"73","Atorasu-Sukumo","1","1","1340",NULL,NULL,NULL,"1","3","4","2",,"0","0",,,"2019-03-22 23:34:53","2019-03-22 23:34:53"
"74","boo4501","1","1","2060",NULL,NULL,NULL,"0","3","3","2",,"0","0",,,"2019-03-23 02:13:18","2019-03-23 02:13:18"
"75","roid","1","1","1290",NULL,NULL,NULL,"3","5","9","2",,"0","0",,,"2019-03-24 17:20:10","2019-11-06 11:52:54"
"76","Evil_neco","1","1","1240",NULL,NULL,NULL,"89","101","191","2",,"0","1",,,"2019-03-25 00:15:16","2020-12-07 03:42:04"
"77","gasuto","1","1","1410",NULL,NULL,NULL,"1","0","2","2",,"0","0",,,"2019-03-26 23:07:51","2019-03-26 23:07:51"
"78","madou","1","1","3320",NULL,NULL,NULL,"76","83","163","2",,"0","0",,,"2019-03-27 23:25:47","2020-05-06 05:16:56"
"79","zumish","1","1","2780",NULL,NULL,NULL,"245","279","526","2",,"0","0",,,"2019-03-30 16:39:03","2021-09-22 22:59:22"
"80","Nexus-Jyobe","1","1","1290",NULL,NULL,NULL,"0","1","2","2",,"0","0",,,"2019-04-02 22:51:48","2019-11-06 11:53:53"
"81","shobon","1","1","2380",NULL,NULL,NULL,"5","8","15","2",,"0","1",,,"2019-04-09 20:45:24","2019-04-09 20:45:24"
"82","umeboshi-babaa","1","1","1300",NULL,NULL,NULL,"0","0","0","2",,"0","1",,,"2019-04-09 20:47:39","2019-04-09 20:47:39"
"83","rakou_Z","1","1","1780",NULL,NULL,NULL,"792","819","1619","2",,"0","0",,,"2019-04-10 21:26:46","2022-07-26 01:32:20"
"84","gyokusui0625","1","1","2100",NULL,NULL,NULL,"644","655","1318","2",,"0","0",,,"2019-04-11 22:34:51","2021-03-16 23:35:55"
"85","teckHS","1","1","964",NULL,NULL,NULL,"77","100","181","2","0","3165","0",,"2530 →　1500","2019-04-12 00:43:59","2022-05-02 02:38:10"
"86","oyacchan","1","1","2540",NULL,NULL,NULL,"354","384","744","2",,"0","0",,,"2019-04-13 19:30:35","2022-08-01 00:48:24"
"87","DrunkAF","1","1","2290",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-04-18 21:46:36","2019-04-18 21:46:36"
"88","Yoshi_Lum","1","1","4110",NULL,NULL,NULL,"705","678","1397","2",,"0","0",,,"2019-04-19 22:18:25","2022-08-04 00:07:17"
"89","yakisoba","1","1","2680",NULL,NULL,NULL,"0","2","3","2",,"0","0",,,"2019-04-19 22:21:33","2019-04-19 22:21:33"
"90","wagakentotomoni1","1","1","1400",NULL,NULL,NULL,"0","0","1","2",,"0","0",,,"2019-04-20 15:40:20","2019-04-20 15:40:20"
"91","Bnoty","1","1","3280",NULL,NULL,NULL,"158","156","318","2",,"0","1",,,"2019-04-21 19:07:15","2022-07-23 01:55:10"
"92","fanta","1","1","2780",NULL,NULL,NULL,"3","4","7","2",,"0","0",,,"2019-04-21 19:44:12","2021-03-03 01:45:42"
"93","SmallBox","1","1","1290",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-04-22 21:14:12","2019-11-06 11:55:03"
"95","yuu","1","1","1410",NULL,NULL,NULL,"31","31","65","2",,"0","0",,,"2019-04-24 21:25:26","2019-04-24 21:25:26"
"96","komruke","0","1","3790",NULL,NULL,NULL,"3","4","7","2",,"0","1",,"Nocturneの旧プレイヤー","2019-04-25 00:46:27","2020-02-09 01:46:05"
"98","trash","1","3","3820",NULL,NULL,NULL,"109","114","226","2",,"0","0",,,"2019-04-27 21:13:44","2021-07-04 23:30:46"
"99","SW_kinoko","1","2","1400",NULL,NULL,NULL,"517","534","1071","1",,"1559","0",,,"2019-04-27 21:28:55","2020-12-14 23:04:16"
"100","ryotsu3","1","1","4370",NULL,NULL,NULL,"460","452","913","2",,"0","1",,,"2019-04-29 01:25:03","2022-07-26 00:41:43"
"101","gaharasan","1","1","3630",NULL,NULL,NULL,"47","33","81","2",,"0","3",,,"2019-04-30 22:05:46","2019-04-30 22:05:46"
"102","Balalaika","1","1","4160",NULL,NULL,NULL,"194","217","411","2",,"0","0",,,"2019-05-02 23:08:05","2022-05-11 00:57:12"
"104","chanchanvn","1","1","3500",NULL,NULL,NULL,"205","183","391","2",,"0","0",,,"2019-05-04 16:10:52","2022-08-03 22:49:52"
"105","toshiro","1","1","1640",NULL,NULL,NULL,"2","3","6","2",,"0","0",,,"2019-05-06 17:35:26","2019-05-06 17:35:26"
"106","bufferie","1","1","796",NULL,NULL,NULL,"13","23","38","2",,"0","3",,,"2019-05-11 01:14:18","2020-11-21 04:03:41"
"107","wanko","1","1","1680",NULL,NULL,NULL,"84","75","161","2",,"0","0",,,"2019-05-11 12:30:05","2019-05-11 12:30:05"
"108","YHotty","1","1","2140",NULL,NULL,NULL,"4","1","5","2",,"0","0",,,"2019-05-20 22:11:04","2019-05-20 22:11:04"
"109","kakenman","1","1","2980",NULL,NULL,NULL,"16","11","27","2",,"0","0",,,"2019-05-20 22:11:15","2020-05-25 21:48:56"
"110","furanose","1","1","1430",NULL,NULL,NULL,"716","795","1520","2",,"0","0",,,"2019-05-21 00:53:13","2022-01-22 01:37:26"
"111","Brickman","1","1","2190",NULL,NULL,NULL,"66","55","123","2",,"0","0",,,"2019-05-21 00:53:57","2020-09-08 04:26:45"
"112","honeori","1","1","2380",NULL,NULL,NULL,"54","57","112","2",,"0","3",,,"2019-05-22 22:10:55","2020-09-06 01:42:47"
"113","tori","0","1","872",NULL,NULL,NULL,"134","202","344","2",,"0","0",,,"2019-05-23 00:16:16","2021-04-10 00:45:59"
"114","dendentake","1","1","2650",NULL,NULL,NULL,"3","5","8","2",,"0","1",,,"2019-05-25 00:08:38","2020-03-05 03:06:31"
"115","Rikka","1","1","1940",NULL,NULL,NULL,"3","0","3","2",,"0","4",,,"2019-05-27 22:24:23","2019-05-27 22:24:23"
"116","hirahirahiraco","1","3","958",NULL,NULL,NULL,"394","431","827","2",,"0","0",,,"2019-06-02 00:35:21","2022-08-05 00:24:01"
"117","shishimal","0","1","1990",NULL,NULL,NULL,"2","1","3","2",,"0","0",,"shishimaruの旧プレイヤー","1000-01-01 00:00:00","2019-06-05 02:32:39"
"118","LeoVoy","1","1","3260",NULL,NULL,NULL,"176","176","357","2",,"0","1",,,"2019-06-03 02:25:32","2020-04-05 21:15:16"
"119","jw.archery94","1","1","1290",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-06-04 20:44:36","2019-11-06 11:56:16"
"120","NoName","1","1","3020",NULL,NULL,NULL,"341","363","720","1",,"1277","1",,,"2019-06-05 01:09:52","2021-01-11 23:18:35"
"121","konitan","1","1","3220",NULL,NULL,NULL,"613","607","1233","1",,"3690","1",,,"2019-06-05 01:10:22","2021-01-11 23:18:35"
"122","dimo","1","1","1280",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-06-05 22:24:50","2019-11-06 11:57:03"
"123","shishimaru","1","3","3350",NULL,NULL,NULL,"486","477","968","2",,"0","0",,,"2019-06-06 01:23:55","2020-08-24 01:06:43"
"124","ALEX","1","1","2930",NULL,NULL,NULL,"995","1030","2032","2",,"0","0",,,"2019-06-06 01:27:07","2022-06-12 03:00:33"
"125","ni-nya","1","1","1088",NULL,NULL,NULL,"269","352","627","2",,"0","0",,,"2019-06-06 22:38:50","2022-06-07 21:32:38"
"126","BeheriT","1","1","3480",NULL,NULL,NULL,"69","78","147","2",,"0","1",,,"2019-06-08 00:06:48","2020-08-14 22:40:47"
"128","kaz","1","1","1990",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-06-09 00:16:53","2020-02-27 02:54:22"
"129","HAPPY","1","1","2810",NULL,NULL,NULL,"1","0","1","2",,"0","0",,,"2019-06-09 01:02:54","2019-06-09 01:02:54"
"130","fugasi","1","1","2700",NULL,NULL,NULL,"92","89","185","2",,"0","0",,,"2019-06-09 18:39:34","2020-07-25 04:09:27"
"131","raaku","1","1","2630",NULL,NULL,NULL,"123","120","247","2",,"0","1",,,"2019-06-09 18:49:10","2019-06-09 18:49:10"
"132","mjk","1","1","2940",NULL,NULL,NULL,"0","0","0","2",,"0","1",,,"2019-06-09 19:39:03","2019-06-09 19:39:03"
"133","steel stone=steelstone","1","1","3080",NULL,NULL,NULL,"8","10","18","2",,"0","1",,,"2019-06-09 19:39:26","2019-06-09 19:39:26"
"134","radium","1","1","2250",NULL,NULL,NULL,"0","0","0","2",,"0","1",,,"2019-06-09 19:42:04","2019-06-09 19:42:04"
"135","mucchi","0","1","2510",NULL,NULL,NULL,"1","0","1","2",,"0","0",,"muttiの旧プレイヤー","1000-01-01 00:00:00","2019-06-09 21:18:43"
"136","mutti","1","1","2870",NULL,NULL,NULL,"69","104","178","2",,"0","107",,,"2019-06-09 19:57:27","2021-12-30 23:33:18"
"137","KT","1","1","2970",NULL,NULL,NULL,"31","33","66","2",,"0","0",,,"2019-06-09 20:08:53","2020-07-25 04:09:27"
"138","bleu beat=bleubeat","1","1","2740",NULL,NULL,NULL,"199","231","432","2",,"0","0",,,"2019-06-11 21:17:45","2020-11-17 23:46:49"
"139","bouya.aki","1","1","2810",NULL,NULL,NULL,"228","206","445","2",,"0","0",,,"2019-06-13 00:48:19","2020-05-15 00:56:15"
"140","miwo","1","1","1780",NULL,NULL,NULL,"151","164","319","2",,"0","0",,,"2019-06-14 00:17:06","2021-08-10 02:25:58"
"141","guardbnn","1","1","2410",NULL,NULL,NULL,"158","127","296","2",,"0","0",,,"2019-06-16 01:35:46","2020-04-01 02:06:00"
"142","dennkimouhu","1","1","2020",NULL,NULL,NULL,"16","22","38","2",,"0","2",,,"2019-06-16 12:40:55","2019-06-16 12:40:55"
"143","rabanastre","1","1","3140",NULL,NULL,NULL,"222","247","473","2",,"0","4",,,"2019-06-16 13:31:16","2020-11-19 00:29:48"
"144","klein","1","1","2350",NULL,NULL,NULL,"0","4","4","2",,"0","107",,,"2019-06-17 21:08:05","2019-06-17 21:08:05"
"145","封印されしラズン=huinsareshirazun","1","1","2460",NULL,NULL,NULL,"1","1","2","1",,"0","0",,,"2019-06-19 20:48:46","2019-06-19 20:48:46"
"146","test100","0","1","100",NULL,NULL,NULL,"2","0","2","2",,"0","0",,,"2019-06-19 20:50:47","2019-11-28 23:50:21"
"147","test500","0","1","520",NULL,NULL,NULL,"1","1","2","2",,"0","0",,,"2019-06-19 20:50:55","2020-04-11 03:05:28"
"148","test1000","0","1","1000",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-06-19 20:51:04","2019-06-19 20:51:04"
"149","test1200","0","1","1200",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-06-19 20:51:15","2019-06-19 20:51:15"
"150","test1500","0","1","1480",NULL,NULL,NULL,"0","2","3","2",,"0","0",,,"2019-06-19 20:51:27","2020-05-09 19:50:53"
"151","test1800","0","1","1800",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-06-19 20:51:38","2019-07-21 03:12:07"
"152","test2000","0","1","2000",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-06-19 20:51:47","2020-02-29 03:59:15"
"153","test2200","0","1","2200",NULL,NULL,NULL,"0","0","1","2",,"0","0",,,"2019-06-19 20:51:57","2019-06-19 20:51:57"
"154","takaomikawahashi","1","1","2320",NULL,NULL,NULL,"217","229","451","2",,"0","0",,,"2019-06-22 01:32:00","2022-01-15 01:17:55"
"155","neural network=neuralnetwork","1","1","3150",NULL,NULL,NULL,"276","279","558","2",,"0","0",,,"2019-06-22 03:36:38","2020-12-13 01:03:46"
"156","puti","1","1","1890",NULL,NULL,NULL,"8","17","26","2",,"0","107",,,"2019-06-22 23:27:41","2019-06-22 23:27:41"
"157","mochimaru","1","1","1504",NULL,NULL,NULL,"55","44","100","2",,"0","4",,,"2019-06-24 23:23:44","2022-08-04 22:47:39"
"158","Luke","1","1","1300",NULL,NULL,NULL,"0","0","0","2",,"0","4",,,"2019-06-24 23:25:29","2019-06-24 23:25:29"
"159","Lazu_JP","1","4","888",NULL,NULL,NULL,"245","302","550","1","76561198268569999","2861","107",,"この文はテストです","2019-06-25 21:25:41","2022-08-03 00:25:22"
"160","しいぴょん=sipyon","1","1","2900",NULL,NULL,NULL,"68","87","159","2",,"0","0",,,"2019-06-27 00:01:17","2022-05-04 02:04:20"
"161","teppei","1","1","3640",NULL,NULL,NULL,"10","9","20","2",,"0","0",,,"2019-06-27 02:41:43","2019-06-27 02:41:43"
"162","kasin","1","1","2840",NULL,NULL,NULL,"126","155","286","2",,"0","0",,,"2019-06-29 05:19:28","2020-12-22 02:35:51"
"163","4a","1","1","1470",NULL,NULL,NULL,"246","289","536","2",,"0","107",,,"2019-07-06 01:11:01","2022-07-18 02:01:46"
"164","ku-ya","1","1","1650",NULL,NULL,NULL,"168","164","336","2",,"0","107",,,"2019-07-06 08:30:56","2020-05-24 01:16:09"
"165","nazu","1","1","1890",NULL,NULL,NULL,"6","3","9","2",,"0","2",,,"2019-07-06 21:24:47","2019-07-06 21:24:47"
"166","dodo","1","1","1540",NULL,NULL,NULL,"3","0","3","2",,"0","107",,,"2019-07-08 21:05:29","2019-07-08 21:05:29"
"167","yuki","1","1","1440",NULL,NULL,NULL,"1","2","3","2",,"0","0",,,"2019-07-10 23:22:52","2019-07-10 23:22:52"
"168","noki","1","1","2320",NULL,NULL,NULL,"14","21","35","2",,"0","1",,,"2019-07-13 02:46:48","2020-04-14 22:49:05"
"169","Reo","1","1","2570",NULL,NULL,NULL,"25","20","45","2",,"0","0",,,"2019-07-13 03:36:01","2021-09-11 22:47:03"
"170","konapan","1","1","2120",NULL,NULL,NULL,"9","14","23","2",,"0","1",,,"2019-07-15 02:53:31","2019-07-15 02:53:31"
"171","Weltseele","1","1","1980",NULL,NULL,NULL,"478","489","974","2",,"0","0",,,"2019-07-16 20:23:23","2022-06-12 03:00:33"
"172","single","1","1","3500",NULL,NULL,NULL,"56","51","108","2",,"0","1",,,"2019-07-16 22:07:35","2020-12-26 03:36:13"
"173","Zombie","1","1","3140",NULL,NULL,NULL,"175","169","351","2",,"0","1",,,"2019-07-16 22:35:54","2022-05-08 22:48:53"
"174","akito-tti","1","1","2030",NULL,NULL,NULL,"1172","1227","2404","2",,"0","0",,,"2019-07-21 03:15:08","2022-08-04 23:49:25"
"175","takeiwa0807","1","1","1290",NULL,NULL,NULL,"0","1","1","2",,"0","0",,,"2019-07-27 20:47:02","2019-11-06 11:58:55"
"176","yaiba","1","1","1860",NULL,NULL,NULL,"3","3","7","2",,"0","0",,,"2019-08-02 22:22:11","2020-04-26 08:32:56"
"177","maohkun","1","1","3280",NULL,NULL,NULL,"50","56","106","2",,"0","0",,,"2019-08-05 22:01:06","2020-06-04 22:44:05"
"178","Shoheychan","1","1","440",NULL,NULL,NULL,"531","622","1161","2",,"0","0",,,"2019-08-07 22:53:42","2021-08-18 00:09:13"
"179","arata","1","1","3100",NULL,NULL,NULL,"8","15","23","2",,"0","0",,,"2019-08-10 23:06:28","2020-04-05 04:26:53"
"180","kakouei","1","1","1490",NULL,NULL,NULL,"0","1","1","2",,"0","4",,,"2019-08-14 22:39:50","2019-08-14 22:39:50"
"181","purin","1","1","846",NULL,NULL,NULL,"216","227","447","2",,"0","1",,,"2019-08-17 19:17:26","2021-07-10 05:38:16"
"183","aries","1","1","1520",NULL,NULL,NULL,"82","70","155","2",,"0","0",,,"2019-08-21 02:04:42","2019-08-21 02:04:42"
"184","poll","1","1","2760",NULL,NULL,NULL,"51","67","119","1",,"8934","0",,,"2019-08-22 23:23:02","2020-12-27 00:42:38"
"185","tamtamtonton","1","1","2950",NULL,NULL,NULL,"157","127","286","2",,"0","0",,,"2019-08-24 21:46:04","2020-03-31 21:40:57"
"186","Elinia","1","1","2900",NULL,NULL,NULL,"2","2","4","2",,"0","4",,,"2019-08-31 01:09:02","2019-08-31 01:09:02"
"187","NightRaven","1","1","1700",NULL,NULL,NULL,"1","1","2","2",,"0","4",,,"2019-08-31 02:45:43","2019-08-31 02:45:43"
"188","asuky","1","1","3110",NULL,NULL,NULL,"37","50","87","2",,"0","4",,,"2019-08-31 04:11:26","2021-11-09 01:11:37"
"189","SistersComplex","1","1","2800",NULL,NULL,NULL,"3","7","10","2",,"0","29",,,"2019-09-01 01:24:31","2019-09-01 01:24:31"
"190","satoc","1","1","1410",NULL,NULL,NULL,"248","267","523","1",,"5980","17",,,"2019-09-01 22:40:52","2022-07-01 00:45:56"
"191","orkan","1","1","1290",NULL,NULL,NULL,"0","1","1","2",,"0","54",,,"2019-09-04 20:33:44","2019-11-06 12:02:06"
"192","hana","1","1","1300",NULL,NULL,NULL,"0","0","0","2",,"0","0",,,"2019-09-04 23:30:37","2019-09-04 23:30:37"
"193","nogu","1","1","1640",NULL,NULL,NULL,"683","711","1398","2",,"0","0",,,"2019-09-08 17:51:33","2022-08-04 23:20:51"
"194","forestsleepy","1","1","1280",NULL,NULL,NULL,"0","2","2","2",,"0","0",,,"2019-09-08 17:52:46","2019-11-06 12:04:09"
"195","burukin","1","1","1280",NULL,NULL,NULL,"1","3","4","2",,"0","0",,,"2019-09-11 21:27:22","2019-11-06 12:04:51"
"196","deponn","1","1","1520",NULL,NULL,NULL,"145","140","290","2",,"6539","0",,,"2019-09-12 23:09:30","2020-12-26 01:10:51"
"197","coma","1","1","3180",NULL,NULL,NULL,"2","4","6","2",,"0","0",,,"2019-09-18 23:14:42","2019-09-18 23:14:42"
"198","sonoran","1","1","1010",NULL,NULL,NULL,"20","16","36","2",,"0","107",,,"2019-09-22 16:34:12","2022-08-04 23:27:53"
